id,post_text
531,"اسلام علیکم
میرے کچھ مسائل ہیں ان میں آپ لوگوں کی رہنمائی چاہیے
1..میرے دماغ میں خیال آتے رہتے ہیں بنا وجہ کے جیسے کاش ایسا ہو جاۓ ویسا ہو جاۓ
مثلاً ایک دن میرے گھر میں ایک میری ٹیچر آئی مجھے خیال آیا کہ کاش میں اس ٹائم اوپر سے آ جاتا اور انہیں پتا چل جاتا یہ اس کا گھر ہے۔ یا پھر میں نے ایسا سوچتے رہنا خود ہی کہ یہ کرتا میں وہ کرتا 
2.مجھے بچپن سے ہی میرے والد صاحب بے عزتی کرتے آ رہے میری۔ اب جب مجھے کوئی برا بھلا کہتا میں اسے سیدھا دل پر لے لیتا ہوں 
ابھی پچھلے دنوں مجھے ایک لڑکے سے کام تھا اسے بھائی کہ کے بلایا کہا میرا کام کرو 
آگے سے اس نے کہا میں تجھے منہ بھی نہیں لگانا چاہتا! 
اب یہ بات ذہن سے نہیں اتر رہی کہ اس نے ایسا کیوں کہا
کبھی یہ سوچتا ہوں کہ جب بچپن سے گھر سے ماں باپ بھائی بےعزتی کر رہے ہیں جب گھر میں عزت نہیں ہے تو باہر کیا ہو گی
مجھ میں مشتزنی کی وجہ سے اوور تھنکنگ بہت ہے 
چیلنج بھی کر رہا ہوں
میں جب یہ غلیظ کام کرتا تھا تو اور تو اور اپنی ٹیچرز کا سوچ کر یہ مشتزنی کرتا تھا استغفار اس وقت زیادہ علم نہیں تھا 
پلیز میری اوور تھنکنگ کا کوئی حل بتاءیں؟ 
میں کیسے اس سے نکلو
مجھ میں ڈر بھی بہت پیدا ہو چکا ہے ابو سے مار کھا کھا کر بڑھے بھائی سے مار کھا  کھا کر جب کوئی بندہ دھمکی دیتا تو دل بہت دھڑکتا ہے! 
میں یہ بھی سوچتا ہوں جیسے موٹرسائیکل بغیر ضرورت کے نہیں چلانا چاہیے تیل جلتا ہے اسی طرح دماغ کا استعمال بھی تب کرنا چاہیے جب ضرورت ہو کیا یہ بات صحیح ہے؟ See less"
532,Salam to all meri AJ shadi Hain or mujha 2 3 din sa neend sehi arhi tension ki waja sa or phala main balkol tha  lakan ab dar Hain Dil please sehi comment main jawab  da Ka meri tasli ho Jaya shavat nhi sakhti be nhi hain
533,"صرف ایک مرتبہ چیلنج مکمل کرنے پر آپ کو اندازہ ہو جائے گا کہ مشت زنی کتنی بے کار چیز ہے 
تھوڑی دیر کے مزے کیلئے اپنی دنیا و آخرت خراب نا کریں 
اب اپ کو مشت زنی کرنے میں مزہ آتا ہوگے 
لیکن جب آپ چیلنج مکمل کریں گے تو مشت زنی نا کرکے آپ سکون محسوس کریں گے 
جب آپ اس گناہ سے دور ہو جائیں گے تو آپ کو بہت سکون اور مزہ ملے گا 
کسی نے کیا خوب کہا ہے 
ترک لذت میں جو لذت ہے نا 
وہ حاصل لذت میں نہیں 
یعنی گناہ چھوڑ دینے میں جو مزہ ہے نا وہ گناہ کرنے میں نہیں ہے 
اس لیے چیلنج ہر حال میں جاری رکھیں 
اللّٰہ تعالیٰ ہمارا حامی و ناصر ہو آمین See less"
534,"Let's welcome our new members:
خوش آمدید پیارے بھائیوں نوفیپ گروپ میں شامل ہونے پر 
تلاشِ سکون
,
Muhammad Qasim Taimouri
,
Mustafa Sultani Sultani
,
Muhammad Bux Keerio
,
Muhammad Akmal
,
Asadullah Rauf
,
Balochi Shahzada
,
Kamran Khan
,
Saad Habib
,
Khan Arshad
,
Ch Kashif Basra
,
Azhar Ali
,
Assam Awan
,
Hani Noor
,
Bwo Bwp
,
Zubair Muhammad
,
Ahmad Mughal
,
Sarfraz Ahmad
,
Ayub Khan
,
Hafiz Hameed Dardmand
,
Izhar Ahmad
,
Mian Saood
,
Asif Marwat
,
Syed Muhammad Raza
,
Kamran Niazi
,
Fahad Malik
,
Xasam Àli
,
Abdul Basit
,
Ali Khan
,
رمضان انصاری
,
Hafiz Majid Mahboob
,
Jawad King
,
Rana Sunny
,
Nazakat Hussain
,
Amir Khan
,
Bunny Bou,
Ai Technologi
,
Katty Perry
,
محمد شہزاد
,
Mdzeshan Zeshan
,
Badshah Khan Wazeer Khan
,
Abdul Qadir Rihan
,
ہاشم رضا
,
Usama Ali
,
Awais Meher
,
Meera Baloch
,
Adnan Khan
,
Shazain Shazain
,
ابو اسرار
,
Shehzad Yousefzai
,
Abdul Rasool Jakhrani
,
ٹوٹا دل
,
M Iqbal
,
Tamacti Jun
,
Jasan Roi
,
Masoom Shahzadi
,
Muhammad Hamza
,
Tahir Nawaz
,
Pervez Shoro
,
Aliyan Ali,
Abdul Rab
,
Fazal Ur Rehman Awan
,
Rabi Ul Aziz
,
Bahawal Sher
,
Amir Sajjad
,
Shahid Shahid,
Urooj Shah
,
Mahar Imran
,
Zar Mudassar,
Sheharyar Saleem
,
Faraz Khan
,
HuzÂifä Mälik
,
Aysha BiBi
,
Ahsan Khan
,
Jamshed Alli
,
Asad Ullah
,
Javid Aryan
,
Shamas Bazmi
,
Zohaib Tariq
,
Kháßt Kœkø
,
Rubina Fhrhan
,
Afghan Khan AfGaan
,
Hajeebullah Hajeebullah
,
Abdul Haseeb
,
Suhail Khan Sami Khan
,
سفر حیات سفر حیات
,
Nadia Zahid Jutti,
Munib Mohsin
,
M. Hammad Mustafa
,
محمّد صدرالدین
,
A Samad Ogahi
,
Maryam Naaz
,
Tariq Javed
,
Muhammad Bilal Janjua
 See less"
535,"My question. 
Challenge ko 95dys hogay is duran mujy erection nhi hota tha our mn 2hafty sy mn 1glass dodh mn dry fruit rat ko soty hoi use krtha hun jissy erection rooz hota hy... kia yah normal hy?"
536,"السلام و علیکم پیارے بھائیوں
مجھے یہ جاننا تھا کہ اس کی وجہ سے ایسا کیا ہوتا ہے کہ ہم کمزور ہوجاتے ہیں میں نے کافی بار انٹرنیٹ پر دیکھا سب کہتے نارمل ہے اس سے ڈائریکٹ کچھ نہیں ہوتا تو مجھے یہ جاننا تھا کہ ایسا کیا ہے کہ ہم کمزور ہوجاتے اور ہماری صحت پر اس کا اثر پڑتا کیسے؟؟ مجھے امید ہے آپ سمجھ گئے ہونگے مجھے بس اس پتلے پن کا حل چاہیے۔۔۔
شکریہ"
537,Assalam-o-Alaikum  main both si sexual activities main involved  ra uas ka bad meri Pakistan Airforce main job ho jiss main 6 month basic training thi jiss sa mera health both improve hoi physically be our mantelly be ab issue ha ya main 2 3 married  girls sa bat kertha ho our wo koi axhi gup shup ni hothi jiss sa mera nafs har time tiet ratha ha 7 inch size ha our some time  qatra be atha to ya kerna teek ha ya  ni baki handpractice ya porn aj tak ni dhaka wo kud video bhaj dathi ha ya video call par bat hp jathi ha See less
538,"اسلام علیکم سر کیسے ہو 
سر جی مجھے ایک مسلا پیش آرہا ہے میرا چیلنج 26 دن  بعد ٹوٹ گیا تھا میں نے پھر چیلنج شروع کیا ہے اب میرے چیلنج کا 7 دن ہے مجھے یہ مسلا پیش آرہا ہے میرے پہلے چیلنج میں26 دنوں میں  6 بار  احتلام ہوا ہے اور میرے نیو چیلنج کا  آج 7 دن ہے مجھے ایک بار بھی احتلام  نہیں ہو اکیا مسلہ ہو سکتا ہے پلیز رہنمائی فرمائیں کیا مسلہ ہو سکتا ہے"
539,Asslamalikom umeed kar tha ho sab khairyat se ho gy yar mujhe koi batao round 2 me discharge nhi hota ho
540,"اسلام علیکم
سب بھاءیوں سے گزارش ہے 
کہ جنہوں نے کیگل ایکسرسائز کی ہے اور انہیں فاءدہ ہوا ہے 
تو وہ لوگ کیگل ایکسرسائز سے  پہلے اور بعد کا فرق بتاءیں تاکہ دوسروں کو موٹیویشن مل سکے"
541,"Alhamdolillah First Time Itna Gap Naseeb Hua Hy Inshallah Is Baar Nhi Toru ga Challenge 
 Love You All Admins & Members"
542,"85 دن ہارڈ موڈ میں اور سہی معنوں میں چیلنج کر رہا ہوں ،کچھ بھی سیکسویل نہی دیکھا اور نہ کبھی بھی ماسٹر بیوشن کرنے کی کوشش کی ،
آج میں فری ہوں چیلنج کے بارے آپ کچھ بھی پوچھ سکتے ہو 
اور سینیرز سے گزارش ہے آپ کچھ مجھے بتانا چاہیں تو آپ کی مہربانی ہوگی"
543,السلام علیکم اپ سب دوستوں جو چھوٹی سی گزارش ہے کہ میرے کو پتہ ہے یہ گروپ کس چیز کے لیے ہے لیکن میں اس بات سے بہت پریشان ہوں کہ میرا وزن دن بہ دن بڑھتا جا رہا ہے تو اس گروپ میں کاپی ایسے لوگ ہیں جو بہت اچھے اچھے مشورے دیتے ہیں میرے کو ایک مشورہ دے د ے کہ میں اپنا وزن کس طریقے سے کم کر لوں میری عمر 20 سال ہے اور میرا وزن 90 سے اوپر ہے تو اپ سب سے ایک چھوٹی سی گزارش ہے کہ پلیز مجھے کوئی ایسا مشورہ دیں تاکہ میں اپنا وزن کم کر سکوں میں بہت پریشان ہوں
544,"میں کوئی فلاسفر نہیں ہوں، نہ ہی کوئی دانشور۔
مجھے شروع سے بس لکھنے کا شوق تھا… لیکن پھر میں اس لت کا شکار ہو گیا۔
اب عجیب بات یہ ہے کہ وہی لکھنا آج میری NoFap journey میں میرے کام آ رہا ہے۔
ہر دن اپنے بارے میں لکھنا، اپنی struggle شیئر کرنا، اور جو کچھ سیکھا وہ آپ لوگوں تک پہنچانا…
تاکہ اگر کوئی نیا انسان یہ challenge شروع کرے، تو میری پوسٹس پڑھ کر اسے یہ احساس ہو کہ وہ اکیلا نہیں ہے۔
اور شاید اس کے لیے آگے بڑھنا تھوڑا آسان ہو جائے۔
#NoFapJourney #SelfControl #Discipline #MentalStrength #DopamineDetox #NoPMO #SelfImprovement #UrduCommunity See less"
545,Assalamualaikum admin sahib ab mein ne fasla Kya hai k mein daily tips share Kya karo ga k log porn Jase shit addiction se Kase Jan chura skte kyu Hein  k mein bi porn nhi choor pa rha tha Jin treeqo pr mein Amal kr rha hun ho skta agr koi un ideas or habits pr Kam kre or porn choot jaye or inshallah daily zaroor post is groups mein aye gi
546,"یہ حدیث بچوں کی تربیت میں تدریج (step by step) سکھاتی ہے:
 7 سال کی عمر سے نرمی سے نماز کی عادت ڈالنا، اور 10 سال تک اس کی پابندی کی تاکید کرنا۔
 البتہ *""واضربوهم""* کا مطلب سخت مار پیٹ نہیں، بلکہ تربیتی انداز میں تنبیہ ہے، ایسی سزا نہیں جس سے نقصان یا تکلیفِ شدید ہو۔ See less"
547,Yes Aj mery chinlnge ko 9 din hai mera maida khrab hai khany ko dil nai krta sustee hain kyea ye mushtzani ki waja sy hain..??
548,"السلام وعلیکم ۔ میں نے ایک دفعہ چیلنج شروع کیا تھا، مگر پھر ایک مہینے بعد ٹوٹ گیا۔ اب دوبارہ کوئی 2 مہینے بعد شروع کیا ہے۔ ابھی ایک ہفتہ ہوا ہے کہ رات کو میں نے فحش فلم دیکھ لی ۔ مشت زنی کی مگر انزال نہی کیا۔  پوچھنا تھا کہ چیلنج ٹوٹ گیا یہ ابھی باقی ہے۔ میں نے بعد میں توبہ کی اور اللہ سے معافی مانگی کہ میں بہک گیا تھا۔
مجھے آپکی نصیحت چاہیے ۔ میں پردیس میں رہتا ہوں ، ایک سال پہلے شادی ہوئی ہے، اللہ نے بیٹے کی نعمت سے بھی نوازا ہے۔ میں تقریباً 13 سال سے اس بیماری میں ہوں ۔ میں اس سے نجات چاہتا ہوں ۔ مجھے اللّٰہ سے بات کرتے ہوئے کہا سے گھن آتی ہے، صرف اس لت کی وجہ سے۔ See less"
549,Assalamualaikum Bhai mare age 20 saal ha Mai 5 saal se musht zani Mai mulawis ho jis ki waja se mare kaam Mai barkat nhi ha koi kaam nhi mil rha har waqat depression Mai hota hon migraine bhe hota ha please help me
550,"I'm new here this group please my help 
Maine bahut masturbation ab Meri size 3 inches ha . Kya ab mein  Shaadi ke kabil hun Es size se BB khush ho jayegi"
551,فحش فلمیں اور مشت زنی کرنے والا انسان ایک طرح سے آن لائن جیل میں پھنس جاتا ہے اور خود سوچ لو، ایک جیل کی زندگی کیسی ہوتی ہے ۔ لہذا اس جیل سے آزادی بہت ضروری ہے میرے بھائیو۔۔۔!
552,asslam alaikum bhai meri shadi ko 4 saal hogye ahin meri age 22 saal ha to abhe ma jb humbistri krta hun to jb discharge hota hun to presure bht kam hota ha mtlb sperm bhair ajaty hain or meri abhe tk aulaad nahi hui rehumayi farmyein
553,Asslamualikum m n challenge start kr dia allah k hukum s ap sb Dua krna mery liye ye challenge kamyab rhy ameen
554,اسلام علیکم ورحمتہ اللہ وبرکاتہ چیلنج کے دوران موبائل چلانا کیسے کم کریں نا چاہتے ہوئے ٹک ٹاک چلانا شروع ہوجاتا پھر ریلیپس ہوجاتا ہے یونیورسٹی کا سٹوڈنٹ ہوں
555,Chalinge ki 31 din ho gye hain 5..6 dain sa rozana ahtlam horaha ha
556,"Let's welcome our new members:
( اہم گروپ رولز ) جن پر عمل کرنا انتہائی ضروری ہے۔
1) کوئی بھی ممبر کسی بھی پوسٹس یا کمنٹ پر ھنسی 
 اور اینگری 
 والی ایموجی نہیں لگائے گا۔ 
2) کوئی بھی ممبر کسی کو بھی ان باکس نہیں بلائے گا  
3)گروپ میں کسی بھی قسم کی میڈیسن دوائیاں ،نسخے تجویز کرنا سختی سے منع ہے ۔ 
رولز کی خلاف ورزی کرنے کی صورت میں گروپ سے ہٹا دیا جائے گا ۔  جزاک اللہ خیرا 
Nimra Khan,
Zubair Khan
,
M. Baber
,
Punn G
,
Zubair Yusuf
,
Ak Khan
,
Amjad Farooq
,
Saqib Langraw
,
Undaunted Sol
,
Babar Solangi
,
Umar Abbas
,
Muhammad Abu Bakar
 ,
Hdait Allan Yar
,
Mian Zahid
,
Wardag khan
,
Mohammad Jabir Buhjawna Sial
,
Wahab K
,
Safna Khan
,
Muhammad Umar
,
شیخ نصیر
,
Hha Hj
,
Mubeen Baryar
,
Ayan Khan
,
M Ali Tariq
,
Nasir Khan
,
Qasim Khan
,
Safdar Sadar
,
Shakoor Jee
,
بندہ خاکی
,
Åbdúr Rmñ
,
Muhammad Yar
,
Ammi Khan
,
محمد بلال شیخ
,
Waqar Rajput
,
Sâmï Ikräm
,
احسن راجپوت
,
Sohail Zameer
,
Ayan Safi
,
Uzair Ahmed
,
Touseef Ur Rehman
,
Waseem Ali
,
Noor Khan
,
Mei Dewana Tera
,
Iffi Khan
,
Hameed Nasar
,
George Jackson,
Hasnain Saleem
,
Awais Abid
,
Artghrul Ghazi
,
Rabia Noor
,
Naseem  khan sadozai
,
Muhammad Ismaeel
,
Lav Li
,
Ali Asghar
,
Anu Anu
,
Asma Noor
,
Malik Yaseen
,
Sheroz Sheroz
,
Sami Nasir
,
M Irfan
,
Talha Talha
,
Psychologist Islamabad
,
واحیدالله وحدت
,
Sohail Rana
,
Manan Ulfat
,
Naveed Ahmed Chaudhary
,
Muhammad Massim
,
Khan Nasir
,
Rustam G,
Mirza Gujrat Ala
,
App Ka Aashiq
,
Yasirsaeed Ahmadsaeed
,
Hâɱ ʑä
,
Mubashar Ali
,
Sheraz Gujjar
,
Abidshaheen Shaheen
,
Ch Fariq
,
تورن اتل
,
Adam Momo
,
Shansandhu Shansandhu
,
Rashid Baloch
,
Muhammad Muaviya
,
Agha Amani
,
Syed Muneeb Haider Kazmi
,
Noor Muhammad
,
Nouman Jan
,
Malik Asif
,
KH AN
,
Ahmad Khan
,
Tanveer Yousaf
,
Rana Asghar
,
Mâjíd Hâbíb
,
Shahzad Jutt
,
Abbas Khan
,
Awara Larka
,
Syed Jaan Alam,
IRFAN KHAN,
Meesam Raza
 See less"
557,A.o.a kasy hu bahiyo mai last 16 Saal is latt Mai parah Hu bs eik bar 4 month challenge complete kr saka Hun abhi phr kabi 20 kabi 22 din challenge toot Jaya hai abhi November mai shadi fix hai bhot pershan hun ya lat choot hi Nahi is wajah excersise bhi nahi kr pata weakness mahsos huta pata Kiya timing zero or erection bhi itna tight Nahi huta ap bahi bataya Kiya krna chahiya Kiya shadi kr lo Kuch agay lay jaoo mai thak Gaya lar lar is addat say esa ksi ki beti k sath zaidti Hu Jaya Kiya Karo plz guide any one See less
558,اسلام علیکم میں نے ایک سال پہلے ٹیسٹ کروایا تھا سپرم 55 ،ml تھے ایکٹیو 10 پرسنٹ تھے  پھر کچھ میڈیسن لی ٹیسٹ کروایا تو ٹوٹل کاؤنٹ 0 تھی اگین ٹیسٹ کروایا تو ٹوٹل کاؤنٹ 0 تھی کیا یہ مسٔلہ حل ہو سکتا ہے
559,Cha kar b ni control kar sakta banda asa kia kara ka andr ke garmi kam ho gym b karta namaz b parta phir b ya sab hota aur as ka bad b jisam ma takat rahti koi weakness ni hoti koi oroper hal as ka koi dawai koi medicine ya koi asi diet jis sa andr ke garmi kam ho mardana garmi kam ho podina kaisa ha koi hal batai bht ajeeb lag raha
560,"Asslam O Alaikum Bhai Kiya hal hai Numan Bhai Mera msla ye h K Mera nafs mushat zani KR KR K bht patla or sukr Gaya h chota ho Gaya taqreeban 1 inch ka or Bhai Meri money bht patli C ho gaee h Bhai Mai ny ye lat chor di h pr Bhai m bht zayada preshan hoo K apny partner K liye K Mai usko Khush KR pao Ga K Nahi or Bhai Meri Shadi b qareeb h 
or Bhai Mera apny sperm ka test b krwany ka Dil Nahi krta Kahi ESA na ho Jaye K report postive AA gaee to m kidr Jao Ga
Plz rehnmai farmao See less"
561,"*
 اخلاص وہ خزانہ ہے جو دکھائی نہیں دیتا، مگر اللہ کے ہاں سب سے زیادہ قیمتی ہوتا ہے۔*
*عمل چھوٹا ہو یا بڑا، اگر اخلاص ہو تو وہ قبولیت پا لیتا ہے، اور اگر اخلاص نہ ہو تو بڑے سے بڑا عمل بھی بے وزن ہو جاتا ہے۔ See less"
